agency_name,agency_type,sworn_active_persnl,hq_addr1,hq_addr2,hq_city,hq_state,hq_zip,addr1,addr2,po_box,city,state,county,zip,hq_ph,hq_fax,org_type,website,fips,Full_Address,Latitude,Longitude
Coral Springs Police Department,Local police department,202, , , , , ,2801 Coral Springs Drive, , ,Coral Springs,FL,Broward,33065, , , , ,12011,"2801 Coral Springs Drive, Coral Springs, FL 33065",26.2641988,-80.2651102
Wilson County Sheriff's Office,Sheriff's office,202, , , , , ,925 Pierce St, , ,Lebanon,TN,Wilson,37087, , , , ,47189,"925 Pierce St, Lebanon, TN 37087",36.2169091,-86.3346882
Indiana Department of Natural Resources,Special jurisdiction,201, , , , , ,Law Enforcement Division,402 W. Washington St. Room W255D, ,Indianapolis,IN,Marion,46204, , , , ,18097,"Law Enforcement Division, Indianapolis, IN 46204",39.7572843,-86.182854
New Jersey Transit Police,Special jurisdiction,201, , , , , ,One Penn Plaza East,7th Floor, ,Newark,NJ,Essex,7105, , , , ,34013,"One Penn Plaza East, Newark, NJ 7105",40.7497019,-74.16363129999999
Rhode Island State Police,Primary state law enforcement agency,201, , , , , ,311 Danielson Pike, , ,North Scituate,RI,Providence,2857, , , , ,44007,"311 Danielson Pike, North Scituate, RI 2857",41.8315333,-71.6063229
Minnesota Dept of Natural Resources - Enforcement Division,Special jurisdiction,200, , , , , ,P.O. Box 47,500 LAFAYETTE RD., ,St. Paul,MN,Ramsey,55155, , , , ,27123,"P.O. Box 47, St. Paul, MN 55155",44.9527456,-93.102088
Allentown Police Department,Local police department,200, , , , , ,425 Hamilton St, , ,Allentown,PA,Lehigh,18101, , , , ,42077,"425 Hamilton St, Allentown, PA 18101",40.6041556,-75.4665624
Bradley County Sheriff's Office,Sheriff's office,200, , , , , ,107 N. Myrtle St., , ,Cleveland,TN,Bradley,37311, , , , ,47011,"107 N. Myrtle St., Cleveland, TN 37311",35.0981107,-84.9297206
Middlesex Sheriff's Office,Sheriff's office,200, , , , , ,"400 MYSTIC AVENUE, 4TH FLOOR", , ,Medford,MA,Middlesex,2155, , , , ,25017,"400 MYSTIC AVENUE, 4TH FLOOR, Medford, MA 2155",42.4021807,-71.0970849
McLennan County Sheriff's Office,Sheriff's office,200, , , , , ,901 Washington Avenue, , ,Waco,TX,McLennan,76701, , , , ,48309,"901 Washington Avenue, Waco, TX 76701",31.5545724,-97.1367872
Vancouver Police Department,Local police department,199, , , , , ,605 E. Evergreen Boulevard,PO BOX 1995, ,Vancouver,WA,Clark,98668, , , , ,53011,"605 E. Evergreen Boulevard, Vancouver, WA 98668",45.6282129,-122.6655449
Dearborn Police Department,Local police department,198, , , , , ,16099 Michigan Ave, , ,Dearborn,MI,Wayne,48126, , , , ,26163,"16099 Michigan Ave, Dearborn, MI 48126",42.3133107,-83.20014809999999
Brockton Police Department,Local police department,197, , , , , ,7 Commercial St, , ,Brockton,MA,Plymouth,2302, , , , ,25023,"7 Commercial St, Brockton, MA 2302",42.0848777,-71.0162175
North Carolina DMV Enforcement,Special jurisdiction,197, , , , , ,1100 New Bern Ave., , ,Raleigh,NC,Wake,27697, , , , ,37183,"1100 New Bern Ave., Raleigh, NC 27697",35.7785584,-78.6225844
Houston I.S.D. Police Dept.,Special jurisdiction,197, , , , , ,3500 TAMPA STREET, , ,Houston,TX,Harris,77021, , , , ,48201,"3500 TAMPA STREET, Houston, TX 77021",29.7037113,-95.3656176
Cedar Rapids Police Department,Local police department,197, , , , , ,505 1St St Sw, , ,Cedar Rapids,IA,Linn,52404, , , , ,19113,"505 1St St Sw, Cedar Rapids, IA 52404",41.9723424,-91.6697293
Irvine Police Department,Local police department,197, , , , , ,101 Chestnut Street, , ,Irvine,CA,Orange,92606, , , , ,6059,"101 Chestnut Street, Irvine, CA 92606",33.6912614,-117.8223506
Oklahoma County Sheriff's Office,Sheriff's office,196, , , , , ,201 N Shartel Ave, , ,Oklahoma City,OK,Oklahoma,73102, , , , ,40109,"201 N Shartel Ave, Oklahoma City, OK 73102",35.4696416,-97.5267827
Racine Police Department,Local police department,195, , , , , ,405 Main Street,P.O. Box 399, ,Racine,WI,Racine,53403, , , , ,55101,"405 Main Street, Racine, WI 53403",42.7291665,-87.7829048
Michigan Department of Natural Resources,Special jurisdiction,195, , , , , ,Law Enforcement Division,PO Box 30031, ,Lansing,MI,Ingham,48909, , , , ,26065,"Law Enforcement Division, Lansing, MI 48909",42.7326272,-84.5592602
Pueblo Police Dept,Local police department,195, , , , , ,130 Central Main St., , ,Pueblo,CO,Pueblo,81003, , , , ,8101,"130 Central Main St., Pueblo, CO 81003",38.265888,-104.6093682
Gulfport Police Department,Local police department,193, , , , , ,Post Office Drawer S, , ,Gulfport,MS,Harrison,39502, , , , ,28047,"Post Office Drawer S, Gulfport, MS 39502",30.3669872,-89.09216119999999
Passaic Police,Local police department,193, , , , , ,330 Passaic Street, , ,Passaic,NJ,Passaic,7055, , , , ,34031,"330 Passaic Street, Passaic, NJ 7055",40.8607916,-74.1232035
Kenosha Police Department,Local police department,192, , , , , ,1000 55Th Street, , ,Kenosha,WI,Kenosha,53140, , , , ,55059,"1000 55Th Street, Kenosha, WI 53140",42.5856494,-87.82411859999999
BART Police Department,Special jurisdiction,192, , , , , ,P.O. Box 12500, , ,Oakland,CA,Alameda,94504, , , , ,6001,"P.O. Box 12500, Oakland, CA 94504",37.8043514,-122.2711639
Florence County Sheriff's Office,Sheriff's office,192, , , , , ,Po Box 678, , ,Effingham,SC,Florence,29541, , , , ,45041,"Po Box 678, Effingham, SC 29541",34.0575712,-79.75341159999999
Anderson County Sheriff's Office,Sheriff's office,191, , , , , ,141 S Main St, , ,Anderson,SC,Anderson,29625, , , , ,45007,"141 S Main St, Anderson, SC 29625",34.5031186,-82.6492222
Pennsylvania Game Commission - Law Enforcement,Special jurisdiction,191, , , , , ,2001 Elmerton Ave, , ,Harrisburg,PA,Dauphin,17110, , , , ,42043,"2001 Elmerton Ave, Harrisburg, PA 17110",40.2948084,-76.8547083
Irvington Police,Local police department,190, , , , , ,1 Civic Square, , ,Irvington,NJ,Essex,7111, , , , ,34013,"1 Civic Square, Irvington, NJ 7111",40.7269224,-74.23411899999999
Killeen Police Department,Local police department,190, , , , , ,402 N. 2Nd Street, , ,Killeen,TX,Bell,76541, , , , ,48027,"402 N. 2Nd Street, Killeen, TX 76541",31.1216937,-97.7295669
Miami Gardens Police Department,Local police department,190, , , , , ,1515 NW 167th St., , ,Miami Gardens,FL,Miami-Dade,33169, , , , ,12086,"1515 NW 167th St., Miami Gardens, FL 33169",25.9280355,-80.2269031
Santa Rosa County Sheriff's Office,Sheriff's office,190, , , , , ,Po Box 7129, , ,Milton,FL,Santa Rosa,32572, , , , ,12113,"Po Box 7129, Milton, FL 32572",30.63,-87.03999999999999
Newport News (City) Sheriff's Office,Sheriff's office,189, , , , , ,Po Box 57, , ,Newport News,VA,Newport News City,23607, , , , ,51700,"Po Box 57, Newport News, VA 23607",36.9995165,-76.4397512
Wisconsin Department of Natural Resources,Special jurisdiction,189, , , , , ,"101 S Webster, P.O. Box 7921",Bureau of Law Enforcement, ,Madison,WI,Dane,53707, , , , ,55025,"101 S Webster, P.O. Box 7921, Madison, WI 53707",43.0754009,-89.3802497
Monroe County Sheriff's Office,Sheriff's office,189, , , , , ,301 N College Ave,Justice Building, ,Key West,FL,Monroe,33040, , , , ,12087,"301 N College Ave, Key West, FL 33040",24.5550593,-81.7799871
Rutherford County Sheriff's Office,Sheriff's office,189, , , , , ,198 N Washington St, , ,Murfreesboro,TN,Rutherford,37129, , , , ,47149,"198 N Washington St, Murfreesboro, TN 37129",35.9173416,-86.4490926
St. Bernard Parish Sheriff's Office,Sheriff's office,189, , , , , ,8201 W Judge Perez Dr,Ste 210, ,Chalmette,LA,St. Bernard,70044, , , , ,22087,"8201 W Judge Perez Dr, Chalmette, LA 70044",29.9564016,-89.98281159999999
Peoria Police Department,Local police department,189, , , , , ,8351 W. Cinnabar Avenue, , ,Peoria,AZ,Maricopa,85345, , , , ,4013,"8351 W. Cinnabar Avenue, Peoria, AZ 85345",33.5747747,-112.2385345
Edison Police,Local police department,189, , , , , ,100 Municipal Boulevard, , ,Edison,NJ,Middlesex,8817, , , , ,34023,"100 Municipal Boulevard, Edison, NJ 8817",40.5273427,-74.3937286
Monroe Police Department,Local police department,188, , , , , ,818 W Main, , ,Monroe,LA,Ouachita,71210, , , , ,22073,"818 W Main, Monroe, LA 71210",32.5,-92.11
Cabarrus County Sheriff's Office,Sheriff's office,188, , , , , ,Po Box 525, , ,Concord,NC,Cabarrus,28026, , , , ,37025,"Po Box 525, Concord, NC 28026",35.4109398,-80.5777935
Lake County Sheriff's Office,Sheriff's office,188, , , , , ,513 CENTER STREET, , ,Waukegan,IL,Lake,60085, , , , ,17097,"513 CENTER STREET, Waukegan, IL 60085",42.3706094,-87.83679509999999
Boca Raton Police Department,Local police department,188, , , , , ,100 N.W. 2Nd Avenue, , ,Boca Raton,FL,Palm Beach,33432, , , , ,12099,"100 N.W. 2Nd Avenue, Boca Raton, FL 33432",26.3517728,-80.08897929999999
Mississippi Department of Transportation,Special jurisdiction,188, , , , , ,401 North West Street, , ,Jackson,MS,Hinds,39201, , , , ,28049,"401 North West Street, Jackson, MS 39201",32.3032213,-90.1841459
Salem Police Department,Local police department,187, , , , , ,5 Park Avenue, , ,Salem,OR,Marion,97301, , , , ,41047,"5 Park Avenue, Salem, OR 97301",44.9481364,-123.0007833
Inglewood Police Department,Local police department,187, , , , , ,One Manchester Blvd., , ,Inglewood,CA,Los Angeles,90301, , , , ,6037,"One Manchester Blvd., Inglewood, CA 90301",33.961645,-118.3595518
Berkeley Police Department,Local police department,186, , , , , ,5850 N Hanley Rd, , ,Berkeley,CA,Alameda,94704, , , , ,6001,"5850 N Hanley Rd, Berkeley, CA 94704",37.8715226,-122.273042
West Valley City Police Department,Local police department,186, , , , , ,3600 South Constitution Blvd, , ,West Valley City,UT,Salt Lake,84119, , , , ,49035,"3600 South Constitution Blvd, West Valley City, UT 84119",40.72477079999999,-111.9580857
Tyler Police Department,Local police department,185, , , , , ,711 West Ferguson St., , ,Tyler,TX,Smith,75702, , , , ,48423,"711 West Ferguson St., Tyler, TX 75702",32.352354,-95.3078977
New Rochelle Police Department,Local police department,185, , , , , ,475 North Avenue, , ,New Rochelle,NY,Westchester,10801, , , , ,36119,"475 North Avenue, New Rochelle, NY 10801",40.9190487,-73.7861348
North Little Rock Police Dept.,Local police department,185, , , , , ,200 Pershing Blvd, , ,North Little Rock,AR,Pulaski,72114, , , , ,5119,"200 Pershing Blvd, North Little Rock, AR 72114",34.7788306,-92.2689328
Hayward Police Department,Local police department,185, , , , , ,15889 West Third Street,P.O. Box 969, ,Hayward,CA,Alameda,94544, , , , ,6001,"15889 West Third Street, Hayward, CA 94544",37.6270256,-122.0496521
North Carolina Division of State Parks & Recreation,Special jurisdiction,185, , , , , ,1615 Msc, , ,Raleigh,NC,Wake,27699, , , , ,37183,"1615 Msc, Raleigh, NC 27699",35.67,-78.66
Fontana Police Department,Local police department,184, , , , , ,17005 Upland Avenue, , ,Fontana,CA,San Bernardino,92335, , , , ,6071,"17005 Upland Avenue, Fontana, CA 92335",34.1016369,-117.4337501
Naperville Police Dept,Local police department,184, , , , , ,1350 W. Aurora Avenue, , ,Naperville,IL,Du Page,60540, , , , ,17043,"1350 W. Aurora Avenue, Naperville, IL 60540",41.764229,-88.1763965
Coral Gables Police Department,Local police department,184, , , , , ,2801 Salzedo Street, , ,Coral Gables,FL,Miami-Dade,33134, , , , ,12086,"2801 Salzedo Street, Coral Gables, FL 33134",25.7459687,-80.26009839999999
Albany Police Department,Local police department,184, , , , , ,204 Water St., , ,Albany,GA,Dougherty,31702, , , , ,13095,"204 Water St., Albany, GA 31702",31.58,-84.16
St. Louis (city) Sheriff's Office,Sheriff's office,183, , , , , ,1114 Market St,#112, ,Saint Louis,MO,St. Louis City,63101, , , , ,29510,"1114 Market St, Saint Louis, MO 63101",38.6267613,-90.19765459999999
Arkansas Game And Fish - Enforcement Division,Special jurisdiction,183, , , , , ,#2 Nautral Resources Drive, , ,Little Rock,AR,Pulaski,72205, , , , ,5119,"#2 Nautral Resources Drive, Little Rock, AR 72205",34.7577241,-92.3879761
West Baton Rouge Parish Sheriff's Office,Sheriff's office,183, , , , , ,Po Box 129,850 8th St, ,Port Allen,LA,West Baton Rouge,70767, , , , ,22121,"Po Box 129, Port Allen, LA 70767",30.4474878,-91.20732609999999
Sullivan County Sheriff's Office,Sheriff's office,183, , , , , ,24 S State St, , ,Blountville,TN,Sullivan,37617, , , , ,47163,"24 S State St, Blountville, TN 37617",36.5331586,-82.32680599999999
Sarasota Police Department,Local police department,183, , , , , ,Post Office Box 3528, , ,Sarasota,FL,Sarasota,34230, , , , ,12115,"Post Office Box 3528, Sarasota, FL 34230",27.3350021,-82.537412
Pomona Police Department,Local police department,182, , , , , ,490 W. Mission Boulevard, , ,Pomona,CA,Los Angeles,91766, , , , ,6037,"490 W. Mission Boulevard, Pomona, CA 91766",34.0544968,-117.7539275
Fremont Police Department,Local police department,182, , , , , ,P.O. Box 1,425 Main Street, ,Fremont,CA,Alameda,94538, , , , ,6001,"P.O. Box 1, Fremont, CA 94538",37.5746413,-121.9788406
Bellevue Police Department,Local police department,182, , , , , ,450 110Th Ave Ne,PO BOX 90012, ,Bellevue,WA,King,98009, , , , ,53033,"450 110Th Ave Ne, Bellevue, WA 98009",47.6145544,-122.1926385
Youngstown Police Department,Local police department,182, , , , , ,116 West Boardman Street, , ,Youngstown,OH,Mahoning,44503, , , , ,39099,"116 West Boardman Street, Youngstown, OH 44503",41.10009669999999,-80.6516371
Charleston Police Department,Local police department,182, , , , , ,Post Office Box 420, , ,Charleston,WV,Kanawha,25330, , , , ,54039,"Post Office Box 420, Charleston, WV 25330",38.35,-81.63
Hamilton Police,Local police department,182, , , , , ,1270 Whitehorse-Mercerville Road, , ,Hamilton,NJ,Mercer,8619, , , , ,34021,"1270 Whitehorse-Mercerville Road, Hamilton, NJ 8619",40.2111328,-74.6940917
Elgin Police Dept,Local police department,181, , , , , ,Box 240, , ,Elgin,IL,Kane,60120, , , , ,17089,"Box 240, Elgin, IL 60120",42.03528559999999,-88.25585249999999
Plantation Police Department,Local police department,180, , , , , ,451 Northwest 70Th Terrace, , ,Plantation,FL,Broward,33317, , , , ,12011,"451 Northwest 70Th Terrace, Plantation, FL 33317",26.127722,-80.2430328
Green Bay Police Department,Local police department,179, , , , , ,307 South Adams Street, , ,Green Bay,WI,Brown,54301, , , , ,55009,"307 South Adams Street, Green Bay, WI 54301",44.5111595,-88.01592269999999
Utica Police Department,Local police department,179, , , , , ,413 Oriskany Street West, , ,Utica,NY,Oneida,13502, , , , ,36065,"413 Oriskany Street West, Utica, NY 13502",43.1040437,-75.23345789999999
Eugene Police Department,Local police department,179, , , , , ,Training Section-1705 W. 2Nd Ave, , ,Eugene,OR,Lane,97402, , , , ,41039,"Training Section-1705 W. 2Nd Ave, Eugene, OR 97402",44.0579483,-123.1188132
El Dorado County Sheriff's Office,Sheriff's office,179, , , , , ,300 Fair Ln, , ,Placerville,CA,El Dorado,95667, , , , ,6017,"300 Fair Ln, Placerville, CA 95667",38.7267413,-120.8269104
Corona Police Department,Local police department,179, , , , , ,849 W. Sixth Street, , ,Corona,CA,Riverside,92882, , , , ,6065,"849 W. Sixth Street, Corona, CA 92882",33.8768376,-117.5765336
Santa Rosa Police Department,Local police department,179, , , , , ,P. O. Box 326, , ,Santa Rosa,CA,Sonoma,95404, , , , ,6097,"P. O. Box 326, Santa Rosa, CA 95404",38.5386881,-122.695547
Harris County Metropolitan Transit Authority Police Dept.,Special jurisdiction,179, , , , , ,810 N. San Jacinto, , ,Houston,TX,Harris,77002, , , , ,48201,"810 N. San Jacinto, Houston, TX 77002",29.7658745,-95.3565491
Myrtle Beach Police Department,Local police department,179, , , , , ,1101 Oak Street, , ,Myrtle Beach,SC,Horry,29577, , , , ,45051,"1101 Oak Street, Myrtle Beach, SC 29577",33.6977914,-78.88203969999999
Bossier City Police Dept,Local police department,178, , , , , ,Po Box 6216, , ,Bossier City,LA,Bossier,71171, , , , ,22015,"Po Box 6216, Bossier City, LA 71171",32.5170024,-93.71683709999999
Lynn Police Department,Local police department,178, , , , , ,300 Washington St, , ,Lynn,MA,Essex,1902, , , , ,25009,"300 Washington St, Lynn, MA 1902",42.4656234,-70.94881889999999
Greenville Police Department,Local police department,178, , , , , ,Po Box 1109, , ,Greenville,SC,Greenville,29601, , , , ,45045,"Po Box 1109, Greenville, SC 29601",34.8505552,-82.39399999999999
Kansas Dept of Wildlife & Parks,Special jurisdiction,178, , , , , ,512 Se 25Th Ave, , ,Pratt,KS,Pratt,67124, , , , ,20151,"512 Se 25Th Ave, Pratt, KS 67124",37.632011,-98.6926802
Westminster Police Dept,Local police department,178, , , , , ,9110 Yates Street, , ,Westminster,CO,Adams,80031, , , , ,8001,"9110 Yates Street, Westminster, CO 80031",39.8615517,-105.0485268
Warwick Police Department,Local police department,177, , , , , ,99 Veterans Memorial Drive, , ,Warwick,RI,Kent,2886, , , , ,44003,"99 Veterans Memorial Drive, Warwick, RI 2886",41.7031388,-71.45856169999999
Wichita Falls Police Department,Local police department,177, , , , , ,610 Holliday, , ,Wichita Falls,TX,Wichita,76301, , , , ,48485,"610 Holliday, Wichita Falls, TX 76301",33.9079667,-98.5025584
Salinas Police Department,Local police department,177, , , , , ,222 Lincoln Avenue, , ,Salinas,CA,Monterey,93901, , , , ,6053,"222 Lincoln Avenue, Salinas, CA 93901",36.6744065,-121.6574758
Frederick County Sheriff's Office,Sheriff's office,177, , , , , ,Frederick County Sheriff'S Office,1080 Coverstone Dr, ,Frederick,MD,Frederick,21701, , , , ,24021,"Frederick County Sheriff'S Office, Frederick, MD 21701",39.4076788,-77.37558039999999
Blount County Sheriff's Office,Sheriff's office,176, , , , , ,225 Industrial Park Rd, , ,Maryville,TN,Blount,37804, , , , ,47009,"225 Industrial Park Rd, Maryville, TN 37804",35.7830899,-83.91089680000002
Union County Sheriff's Office,Sheriff's office,176, , , , , ,250 American Rd, , ,Elizabeth,NJ,Union,7207, , , , ,34039,"250 American Rd, Elizabeth, NJ 7207",40.6697924,-74.2158541
Palm Beach County School District Police,Special jurisdiction,176, , , , , ,3330 Forest Hill Blvd. Suite 127-B, , ,West Palm Beach,FL,Palm Beach,33406, , , , ,12099,"3330 Forest Hill Blvd. Suite 127-B, West Palm Beach, FL 33406",26.6492914,-80.09370609999999
Greenville Police Department,Local police department,175, , , , , ,Po Box 1109, , ,Greenville,NC,Pitt,27835, , , , ,37147,"Po Box 1109, Greenville, NC 27835",35.61,-77.36999999999999
Paulding County Sheriff's Office,Sheriff's office,175, , , , , ,500 E Perry St, , ,Dallas,GA,Paulding,30132, , , , ,13223,"500 E Perry St, Dallas, GA 30132",33.9244531,-84.8413056
Sunrise Police Department,Local police department,175, , , , , ,777 Sawgrass Corporate Parkway, , ,Sunrise,FL,Broward,33323, , , , ,12011,"777 Sawgrass Corporate Parkway, Sunrise, FL 33323",26.1317028,-80.3338519
Boulder County Sheriff's Office,Sheriff's office,174, , , , , ,1777 6Th St, , ,Boulder,CO,Boulder,80302, , , , ,8013,"1777 6Th St, Boulder, CO 80302",40.0143562,-105.2887003
Sterling Heights Police Department,Local police department,172, , , , , ,40333 Dodge Park Rd, , ,Sterling Heights,MI,Macomb,48313, , , , ,26099,"40333 Dodge Park Rd, Sterling Heights, MI 48313",42.5910801,-83.01257439999999
Lane County Sheriff's Office,Sheriff's office,172, , , , , ,Po Box 478, , ,Eugene,OR,Lane,97401, , , , ,41039,"Po Box 478, Eugene, OR 97401",44.0637173,-123.0847061
Canton Police Department,Local police department,172, , , , , ,P.O. Box 382, , ,Canton,OH,Stark,44702, , , , ,39151,"P.O. Box 382, Canton, OH 44702",40.7988285,-81.3770606
Alexandria (City) Sheriff's Office,Sheriff's office,172, , , , , ,2003 Mill Road, , ,Alexandria,VA,Alexandria City,22314, , , , ,51510,"2003 Mill Road, Alexandria, VA 22314",38.7981298,-77.0646677
Bartow County Sheriff's Office,Sheriff's office,172, , , , , ,104 Zena Dr,PO Box 476, ,Cartersville,GA,Bartow,30121, , , , ,13015,"104 Zena Dr, Cartersville, GA 30121",34.1911781,-84.7774105
Plymouth County Sheriff's Office,Sheriff's office,172, , , , , ,451 14Th Ave Ne, , ,Plymouth,MA,Plymouth,2360, , , , ,25023,"451 14Th Ave Ne, Plymouth, MA 2360",41.9584457,-70.6672621
Sedgwick County Sheriff's Office,Sheriff's office,172, , , , , ,315 Cedar St,Courthouse, ,Wichita,KS,Sedgwick,67203, , , , ,20173,"315 Cedar St, Wichita, KS 67203",37.7006858,-97.36786239999999
Nashua Police Department,Local police department,172, , , , , ,Po Box 38, , ,Nashua,NH,Hillsborough,3061, , , , ,33011,"Po Box 38, Nashua, NH 3061",42.75931689999999,-71.4628117
Suffolk Police Department,Local police department,171, , , , , ,120 Henley Place, , ,Suffolk,VA,Suffolk,23434, , , , ,51800,"120 Henley Place, Suffolk, VA 23434",36.7300286,-76.589788
Miramar Police Department,Local police department,171, , , , , ,3064 North Commerce Parkway, , ,Miramar,FL,Broward,33025, , , , ,12011,"3064 North Commerce Parkway, Miramar, FL 33025",25.9812826,-80.2827417
Clarkstown Town Police Department,Local police department,170, , , , , ,20 Maple Avenue, , ,New City,NY,Rockland,10956, , , , ,36087,"20 Maple Avenue, New City, NY 10956",41.1604286,-73.99475629999999
Middlesex County Sheriff's Department,Sheriff's office,170, , , , , ,P. O. Box 1188,701 Livingston Avenue, ,New Brunswick,NJ,Middlesex,8903, , , , ,34023,"P. O. Box 1188, New Brunswick, NJ 8903",40.4862157,-74.4518188
Rockdale County Sheriff's Office,Sheriff's office,170, , , , , ,911 Chambers Dr Nw, , ,Conyers,GA,Rockdale,30012, , , , ,13247,"911 Chambers Dr Nw, Conyers, GA 30012",33.6866407,-84.0573503
Mobile County Sheriff's Office,Sheriff's office,170, , , , , ,Po Box 113, , ,Mobile,AL,Mobile,36601, , , , ,1097,"Po Box 113, Mobile, AL 36601",30.69595,-88.04373
California Dept. of Alcoholic Beverage Control,Special jurisdiction,170, , , , , ,3927 Lennane Dr,Ste 100, ,Sacramento,CA,Sacramento,95834, , , , ,6067,"3927 Lennane Dr, Sacramento, CA 95834",38.64071560000001,-121.4928353
Fort Myers Police Department,Local police department,170, , , , , ,2210 Widman Way, , ,Fort Myers,FL,Lee,33901, , , , ,12071,"2210 Widman Way, Fort Myers, FL 33901",26.6394988,-81.8682309
Lake County Sheriff's Office,Sheriff's office,170, , , , , ,513 CENTER STREET, , ,Crown Point,IN,Lake,46307, , , , ,18089,"513 CENTER STREET, Crown Point, IN 46307",41.4137117,-87.35658629999999
Union County Sheriff's Office,Sheriff's office,170, , , , , ,250 American Rd, , ,Monroe,NC,Union,28112, , , , ,37179,"250 American Rd, Monroe, NC 28112",34.9102669,-80.5216184
Rhode Island State Sheriff's Department,Special jurisdiction,169, , , , , ,670 New London Avenue, , ,Cranston,RI,Providence,2920, , , , ,44007,"670 New London Avenue, Cranston, RI 2920",41.7481111,-71.46734599999999
Durham County Sheriff's Office,Sheriff's office,168, , , , , ,Po Box 170, , ,Durham,NC,Durham,27702, , , , ,37063,"Po Box 170, Durham, NC 27702",35.98999999999999,-78.89999999999999
New York City Department of Environmental Protection Police,Special jurisdiction,168, , , , , ,2 Walker Rd, , ,Valhalla,NY,Westchester,10595, , , , ,36119,"2 Walker Rd, Valhalla, NY 10595",41.0767808,-73.8125123
Erie Police Department,Local police department,167, , , , , ,626 State Street, , ,Erie,PA,Erie,16501, , , , ,42049,"626 State Street, Erie, PA 16501",42.1286145,-80.0853868
Orange Police Department,Local police department,167, , , , , ,1107 N. Batavia Street, , ,Orange,CA,Orange,92667, , , , ,6059,"1107 N. Batavia Street, Orange, CA 92667",33.8065105,-117.8610741
Alexandria Police Department,Local police department,167, , , , , ,8236 W. Main St., , ,Alexandria,LA,Rapides,71301, , , , ,22079,"8236 W. Main St., Alexandria, LA 71301",31.3080674,-92.43957
Las Cruces Police Department,Local police department,167, , , , , ,P.O. Box 20000, , ,Las Cruces,NM,Dona Ana,88004, , , , ,35013,"P.O. Box 20000, Las Cruces, NM 88004",32.3199396,-106.7636538
Yuma Police Department,Local police department,167, , , , , ,1500 So. First Avenue, , ,Yuma,AZ,Yuma,85364, , , , ,4027,"1500 So. First Avenue, Yuma, AZ 85364",32.6992242,-114.6207829
Norwalk Police Department,Local police department,167, , , , , ,37 North Linwood Avenue, , ,Norwalk,CT,Fairfield,6854, , , , ,9001,"37 North Linwood Avenue, Norwalk, CT 6854",41.11774399999999,-73.4081575
Schenectady Police Department,Local police department,166, , , , , ,531 Liberty Street, , ,Schenectady,NY,Schenectady,12305, , , , ,36093,"531 Liberty Street, Schenectady, NY 12305",42.8145873,-73.9369924
Gastonia Police Department,Local police department,166, , , , , ,Po Box 1748, , ,Gastonia,NC,Gaston,28053, , , , ,37071,"Po Box 1748, Gastonia, NC 28053",35.2637147,-81.185756
Abilene Police Department,Local police department,166, , , , , ,P. O. Box 174,450 PECAN STREET, ,Abilene,TX,Taylor,79604, , , , ,48441,"P. O. Box 174, Abilene, TX 79604",32.4520305,-99.73229049999999
Garden Grove Police Department,Local police department,166, , , , , ,11301 Acacia Parkway, , ,Garden Grove,CA,Orange,92640, , , , ,6059,"11301 Acacia Parkway, Garden Grove, CA 92640",33.7763715,-117.9357469
Decatur Police Dept,Local police department,166, , , , , ,P.O. Box 66, , ,Decatur,IL,Macon,62523, , , , ,17115,"P.O. Box 66, Decatur, IL 62523",39.8441959,-88.9521595
Davenport Police Department,Local police department,166, , , , , ,P. O. Box 279, , ,Davenport,IA,Scott,52801, , , , ,19163,"P. O. Box 279, Davenport, IA 52801",41.521107,-90.57188839999999
Longview Police Department,Local police department,165, , , , , ,P. O. Box 1952, , ,Longview,TX,Gregg,75606, , , , ,48183,"P. O. Box 1952, Longview, TX 75606",32.462314,-94.730502
Union City Police,Local police department,165, , , , , ,3715 Palisade Avenue, , ,Union City,NJ,Hudson,7087, , , , ,34017,"3715 Palisade Avenue, Union City, NJ 7087",40.7738902,-74.0249171
Lawton Police Department,Local police department,165, , , , , ,125 S Main St,PO Box 117, ,Lawton,OK,Comanche,73501, , , , ,40031,"125 S Main St, Lawton, OK 73501",34.5927278,-98.3582755
Richmond Police Department,Local police department,165, , , , , ,207 Summit Street, , ,Richmond,CA,Contra Costa,94804, , , , ,6013,"207 Summit Street, Richmond, CA 94804",37.9271568,-122.3885767
Walton County Sheriff's Office,Sheriff's office,165, , , , , ,1425 S Madison Ave, , ,Defuniak Springs,FL,Walton,32433, , , , ,12131,"1425 S Madison Ave, Defuniak Springs, FL 32433",30.7607992,-86.3089921
Boynton Beach Police Department,Local police department,165, , , , , ,100 E. Boynton Beach Blvd., , ,Boynton Beach,FL,Palm Beach,33435, , , , ,12099,"100 E. Boynton Beach Blvd., Boynton Beach, FL 33435",26.5284115,-80.0631145
Boulder Police Department,Local police department,165, , , , , ,P O Box 791, , ,Boulder,CO,Boulder,80306, , , , ,8013,"P O Box 791, Boulder, CO 80306",40.0177203,-105.2757897
Lynchburg Police Department,Local police department,164, , , , , ,P.O. Box 620,440 N. Main Street, ,Lynchburg,VA,Lynchburg City,24505, , , , ,51680,"P.O. Box 620, Lynchburg, VA 24505",37.4099999,-79.14
Collin County Sheriff's Office,Sheriff's office,164, , , , , ,4300 Community Ave., , ,Mckinney,TX,Collin,75071, , , , ,48085,"4300 Community Ave., Mckinney, TX 75071",33.2452154,-96.6346681
